4to 05096820-a:0
oink 07384614-n:0
ointment 03845550-n:0
ok 00053004-r:1
old_maid 11772408-n:0
old_man 11929477-n:0
old_world_oriole 01575745-n:0
olive 12301038-n:0 07767344-n:0
omphalocele 14297489-n:0
omphalos 05556595-n:0
omphaloskepsis 05787848-n:0
omphalus 05556595-n:0
on_purpose 00062330-r:0
onanism 00849059-n:0
onionskin 14969254-n:0
ontology 06162979-n:0
open 01652902-a:17 01622505-a:0 01346003-v:66
open-hearth_furnace 03848537-n:0
open_sight 03849412-n:0
open_up 01346003-v:2
opener 03848348-n:0
opening 09379111-n:5 03848729-n:0
opera_hat 03237416-n:0
operate 01224744-v:14
operating_instructions 06422144-n:0
operation 00671351-n:2
ophioglossum_pendulum 12960552-n:0
ophthalmia_neonatorum 14259431-n:0
opinion 05916739-n:0
opossum 01881171-n:0
opportunistic_infection 14178482-n:0
optic 05311054-n:0
opus 07037465-n:2
oracle 06750339-n:0
oracle_of_apollo 04407844-n:0
oracle_of_delphi 04407844-n:0
oral_cavity 05302499-n:1
oral_fissure 05302499-n:0
orange_balsam 12684379-n:0
orangewood 12708520-n:0
oratory 07241205-n:0
orb 13899404-n:0
orbit 08612049-n:11
orchard 03463832-n:2
orchid 12041446-n:1
orchidaceous_plant 12041446-n:0
orchis_papilionaceae 12043836-n:0
ordeal 01196477-n:0
order_book 03853588-n:0
order_eubacteriales 01356086-n:0
order_euphausiacea 01988481-n:0
order_mecoptera 02161944-n:0
order_nudibranchia 01950457-n:0
order_plumbaginales 12097746-n:0
order_polymastigina 01419082-n:0
order_pseudomonadales 01360330-n:0
order_pulmonata 01952162-n:0
order_santalales 12734446-n:0
order_sphaeriales 12963796-n:0
orderer 10381698-n:0 10381369-n:0
ordinarily 00106921-r:9
ordinary 01672607-a:28 00486290-a:4
organ 03854065-n:0 03494537-n:0
organise 02448185-v:0
organize 02448185-v:11
oriental_poppy 11901977-n:0
original 03727274-n:3 01012503-a:17 01686439-a:5
originate 01628449-v:4
oriole 01575745-n:0
orion 09571693-n:0
ormosia 12553314-n:0
ornament 01675963-v:1
orthodontic_treatment 00708676-n:0
orthodox 01689880-a:3
oscillograph 03857687-n:0
oscitance 00837293-n:0
oscitancy 00837293-n:0
osmiridium 14688978-n:0
osseous_tissue 14757848-n:0
ostensorium 03784270-n:0
osteoarthritis 14188238-n:0
osteochondroma 14249785-n:0
osteoclasis 00709395-n:0
osteodystrophy 14059481-n:0
osteoma 14249937-n:0
osteomyelitis 14351490-n:0
osteoporosis 14210354-n:1
ostomy 00689550-n:0
out-basket 03858837-n:0
out-tray 03858837-n:0
outbreak 07435273-n:1
outbuilding 03859280-n:0
outer_garment 03863923-n:0
outflow 07436661-n:1
outhouse 03860404-n:0
outlet 03303965-n:0
outport 08638260-n:0
output 13758745-n:0
outrigger 03861271-n:0
outsize 05096577-n:0
outstandingly 00107230-r:0
outward 00258677-r:1
outwards 00258677-r:0
oval_window 05325606-n:0
ovarian_cyst 14202417-n:0
ovary 05515287-n:0
oven 03862676-n:1
overall 03863108-n:4
overcharge 01488555-v:0
overcome 01104018-v:0
overemphasise 00840609-v:0
overemphasize 00840609-v:2
overgarment 03863923-n:0
overgrown 02574092-a:0
overgrowth 14368288-n:0
overhaul 02049696-v:1
overhear 02189168-v:8
overlay 01336635-v:1
overload 01488555-v:0
overlying 02349149-a:0
overstress 00840609-v:0
overtake 02049696-v:2
overturn 01909978-v:1
overweight 00987769-a:1
ovulation 13530237-n:0
owlet_moth 02295064-n:0
oxalis_violacea 12703856-n:0
oxbow 03867854-n:0
oxygen 14648100-n:39
oxygen_mask 03868863-n:0
oyster_cracker 07695410-n:0
p 14649197-n:0
p.a. 00250570-r:0
pachyderma 14367797-n:0
pacific_northwest 08564739-n:0
pacific_tree_toad 01650901-n:0
package 01485158-v:2
packaging 03871524-n:0
paederast 10411867-n:0
paederasty 00857872-n:0
pageant 00899761-n:1
pageantry 00899761-n:0
pagoda 03874965-n:0
paint 08590909-n:0
painted 00398978-a:0
painted-leaf_begonia 12361946-n:0
painted_leaf 12920204-n:0
painted_nettle 12845413-n:0
painter 03876352-n:0
painting 00936620-n:9
pair_of_pliers 03966976-n:0
pair_of_tongs 04450749-n:0
pair_of_virginals 04537436-n:0
pakistan 08975902-n:1
palaver 00763260-v:0
palimpsest 06407514-n:0
pall 03151077-n:0
palm_family 12581381-n:0
palmaceae 12581381-n:0
palmae 12581381-n:0
palter 00835506-v:0
paltering 00752144-n:0
pamphlet 06413889-n:1
pamphleteer 10395605-n:0
panama_redwood 12563281-n:0
pancreatitis 14352334-n:0
pancytopenia 13973769-n:0
panel 03882058-n:1 03882346-n:0
panel_discussion 07143869-n:1
panic_disorder 14381249-n:0
pannier 03883385-n:0
pannikin 03883664-n:0
pant 07388706-n:0 04489008-n:0
panthera_pardus 02128385-n:0
pantile 14976759-n:0
pantotheria 01873622-n:0
pantryman 09884509-n:0
papal_bull 06726761-n:0
papaver 11900986-n:0
papaver_orientale 11901977-n:0
paper 14974264-n:30
paper_tape 14975266-n:0
paperboard 14801146-n:0
papermaking 00609423-n:0
papilionaceae 12501537-n:0
papilledema 14316164-n:0
paprika 12901264-n:0
parabolic_reflector 03888022-n:0
paraboloid_reflector 03888022-n:0
parachute 03888257-n:2
paraesthesia 14324795-n:0
paragraph 06399995-n:5
paraguay_tea 12757668-n:0
paraleipsis 07104733-n:0
paralepsis 07104733-n:0
paralipsis 07104733-n:0
parallel 00525281-v:1
parallelize 01498615-v:0
paranoic_type_schizophrenia 14399852-n:0
paranoid_schizophrenia 14399852-n:0
paraphrenia 14399852-n:0
paraphrenic_schizophrenia 14399852-n:0
paraplegic 02546116-a:0
parapraxis 00073828-n:0
parasitism 13842415-n:0
parazoan 01906749-n:0
parenthetic 01857527-a:0
parenthetical 01857527-a:0
paresthesia 14324795-n:0
parietal_pericardium 05428794-n:0
paris_daisy 11925898-n:0
park 01493380-v:11
parker_house_roll 07692114-n:0
parking_brake 03483637-n:0
parnassia 12801520-n:0
parody 06780309-n:2
paroxetime 03891851-n:0
parqueterie 03892425-n:0
parquetry 03892425-n:0
parrot 01816887-n:1
part_music 07030976-n:0
parted_leaf 13161754-n:0
particle_board 03331390-n:0
particolored 00398978-a:0
particoloured 00398978-a:0
particularly 00084223-r:61
particulate 14839439-n:0
particulate_matter 14839439-n:0
partitive 03097289-a:0
pas_de_deux 00529224-n:0
pasquinade 06780309-n:0
pass 00787061-n:0 02230772-v:13 02049696-v:8 00742320-v:3
pass-through 03897130-n:0
pass_along 00742320-v:0
pass_on 02230772-v:4 00742320-v:0
pass_through 02053190-v:14
passage 03895293-n:4 00309115-n:3 07310642-n:0
passementerie 04484160-n:0
passing 07310642-n:0
pastime 00431552-n:1
pat 07388987-n:0
patch 15246353-n:0 03745285-n:0 00262703-v:0
patch_pocket 03898395-n:0
patch_up 00262703-v:1
patchcord 03898129-n:0
patched 01640356-a:1
patching 00267349-n:0
patchwork 03898633-n:0
patchwork_quilt 03898633-n:0
pate_a_choux 07628181-n:0
patent 01622748-a:0
patio 03899768-n:0
patois 07156219-n:0
patrimonial 01314197-a:0
patten 03047690-n:0
pattern 05930736-n:28 05902327-n:1 01743784-v:4
pattypan_squash 12160125-n:0
pavement 04215402-n:1
paw 05564590-n:0
paxil 03891851-n:0
pay 02251743-v:138
pct 13817526-n:0
pea_bean 07727140-n:0
pea_flour 07568625-n:0
pea_soup 07586604-n:2
peag 04549407-n:0
peak 08617963-n:2 13902482-n:0
peanut 07737745-n:0
peanut_oil 07674749-n:0
pearson_product-moment_correlation_coefficient 06033427-n:0
pecan 12321304-n:0
pecker 01838598-n:0
peckerwood 01838598-n:0
pectoral_girdle 05586111-n:0
peculiarly 00084223-r:1
pederast 10411867-n:0
pederasty 00857872-n:0
pedicab 03904433-n:0
peduncle 14235066-n:0
peep 01052301-v:0
peeper 01315213-n:0
peephole 03905208-n:0
peepshow 08408115-n:0
peg 03905540-n:2 03905730-n:0
peg_top 03906355-n:0
pegboard 03906224-n:8
pel 03952277-n:0
pelargonium_peltatum 12687957-n:0
pellaea_atropurpurea 13212175-n:0
peltate 02170199-a:0
pelvic_fin 02466731-n:0
penalty 05163189-n:0
pencil 03908204-n:7
pencil_cedar 11637015-n:0 11623685-n:0
pencil_cedar_tree 11637015-n:0
pencil_eraser 04116512-n:0
pendant 03908831-n:0
pendant_earring 03909020-n:0
pendent 03908831-n:0
pendulum_watch 03909516-n:0
penetrable 01771462-a:0
penetrate 01227675-v:7
penicillium 13079953-n:0
pentatone 06861435-n:0
pentatonic_scale 06861435-n:0
pentimento 03912929-n:0
peplos 03913930-n:0
peplum 03914106-n:0 03913930-n:0
peplus 03913930-n:0
peptide 14743046-n:0
per_annum 00250570-r:2
per_centum 13817526-n:3
per_year 00250570-r:5
perambulation 00284101-n:0
percent 13817526-n:64
percentage 13817526-n:26
perch 01611240-v:0
percolation 00248252-n:0
peremptory 00787595-a:2
perfoliate 02170411-a:0
perfoliate_leaf 13159558-n:0
perforate 00662139-a:0 01442779-v:0 01227675-v:0
perforated 00662139-a:0 00661973-a:0
perforation 03915900-n:1 09389867-n:0 00944633-n:0
peril 01036319-v:0
perimeter 13871452-n:0
period 06843520-n:0
peritonsillar_abscess 14173823-n:0
periwinkle 11772408-n:0
perjurer 10416909-n:0
perm 05260533-n:0
permanent 05260533-n:0
permanent_wave 05260533-n:0
permission 01139194-n:1
permit 01139194-n:1 02423183-v:39
pernicious 01162406-a:0
perpetrate 02582615-v:2
person 00007846-n:6833 05217688-n:1
personal_loan 13399782-n:0
personnel 08118991-n:0
personnel_carrier 03919096-n:0
personnel_department 08118991-n:0
personnel_office 08118991-n:0
pervaporation 00375348-n:1
perversely 00247859-r:2
perverseness 04853503-n:0
perversity 04853503-n:0
pervious 01773234-a:0
pes 05563266-n:0
pestle 03919430-n:0
petal 11690455-n:2
petcock 03919808-n:0
petit_dejeuner 07574780-n:1
petroleum 14980579-n:0
ph.d. 06704115-n:0
phalanger 01881171-n:0
phalsa 12205104-n:0
phd 06704115-n:0
pheasant 07647602-n:0
phenylalanine 14981579-n:0
philadelphaceae 12790656-n:0
philharmonic_pitch 04985580-n:0
phillips_screw 03923564-n:0
phlebitis 14352890-n:0
phocomelia 14466567-n:0
phonation 07110615-n:0
phonograph_needle 03923918-n:1
phosphorus 14649197-n:1 09359471-n:0
photo_op 07455760-n:0
photo_opportunity 07455760-n:0
photocoagulation 00690281-n:0
photocopier 03924679-n:0
photographic_camera 02942699-n:0
photographic_film 03338821-n:0
photography 00620554-n:0
photolithography 06680195-n:0
photomechanical 02777355-a:0
photostat 03927539-n:0 03927299-n:0 01736669-v:0
photostat_machine 03927299-n:0
phrenitis 14342132-n:0
physical_object 00002684-n:0
physiological_jaundice_of_the_newborn 14320016-n:0
phytology 06066555-n:0
piano_accordion 02672831-n:0
piano_stool 03801880-n:3
pibgorn 03537550-n:0
piciform_bird 01838038-n:0
pick_up 00598954-v:4
pickle_barrel 03930515-n:0
pickle_relish 07825496-n:0
pickled_herring 07785342-n:0
picnic_ham 07670147-n:0
picnic_shoulder 07670147-n:0
picris 12002957-n:0
picture 03931044-n:25
picture_element 03952277-n:0
picture_window 03932080-n:0
piddock 01967963-n:0
piebald 00398978-a:0
piece 07037465-n:7 15246353-n:0 01656788-v:0
piece_of_music 07037465-n:0
piece_of_paper 06255777-n:3
pied 00398978-a:0
pieplant 07713267-n:0
pierce 01442361-v:2 01441510-v:0 01441100-v:0
pierced 00662139-a:0
pierrot 09603120-n:0
pigboat 04347754-n:0
pigeonhole 01497634-v:0
pike 03935450-n:0
pilaf 07873464-n:0
pilaff 07873464-n:0
pilaster 03935883-n:0
pilau 07873464-n:0
pilaw 07873464-n:0
pilchard 07794063-n:0
pile 07961480-n:9 03936269-n:0 01434822-v:0
piling 03936269-n:0
pillbox 03937633-n:0
pillory 03938037-n:0 02483828-v:0
pillow 01502946-v:0
pilot_bit 03939062-n:0
pimento 12901264-n:0 07721195-n:0
pimiento 12901264-n:0 07721195-n:0
pimozide 03940154-n:0
pin 03940713-n:1 03940256-n:0 03905730-n:0
pin_curl 05258462-n:0
pinch 07417405-n:0 01457206-v:2
pine 11608250-n:4 11608885-n:2
pine_sawyer 02169218-n:0
pine_tree 11608250-n:0
pineapple_juice 07925116-n:0
ping 00743911-v:0
pinhole 03943010-n:0
pink_family 11804604-n:0
pinna 13154388-n:0 05323889-n:0
pinnule 13154388-n:0
pinprick 03943623-n:0
pinscher 02106966-n:0
pinto_bean 07727252-n:0
pipage 03944672-n:0
pipe 03944672-n:4
pipe_bomb 03945817-n:0
pipe_organ 03854065-n:0
piping 03944672-n:0
pirate_flag 02847009-n:0
pirouette 02048384-v:0
pisha_paysha 00494406-n:0
pistol_shrimp 01987076-n:0
pisum_sativum 12560420-n:0
pit 09393108-n:5 11684739-n:0 03949663-n:0 03949442-n:0
pita 07683617-n:0
pitch 04985198-n:5
pitfall 03949663-n:0
piton 03951068-n:0
pityriasis_alba 14231330-n:0
pixel 03952277-n:0
place 08664443-n:77 08621598-n:3 06389553-n:1 01494310-v:135
place-kicking 00137279-n:3
place_down 01500372-v:0
place_kick 00137279-n:0
place_upright 01546768-v:0
placebo_effect 11416087-n:0
placed 01681477-a:0
placement 05075602-n:6 01051331-n:1
plait 01674717-v:0
plan 01638368-v:17 01639714-v:2
plane 03955296-n:0 03954731-n:0
planer 03955296-n:0
planing_machine 03955296-n:0
plank 15101854-n:9
plant 01567275-v:8 02322810-v:0 01371201-v:0 00734790-v:0
plant_material 14991712-n:0
plant_substance 14991712-n:0
plantation 03463832-n:0
planter 10438728-n:0
planting 00919513-n:0
plasma_membrane 05312782-n:0
plasmacytoma 14250514-n:0
plastic 14592610-n:2 13376012-n:0
plastic_film 03339296-n:0
plastic_laminate 03958630-n:0
plat 00710922-v:1
plate 03960664-n:3 03959701-n:0
platelayer 10439087-n:0
plater 10439203-n:0
platform 03961939-n:5
platoon 08214470-n:6
platycerium_alcicorne 13177884-n:0
platycerium_bifurcatum 13177884-n:0
platyrrhine 02489589-n:0
platyrrhinian 02489589-n:0
play 01149470-v:2 01629589-v:0
playfulness 04649261-n:0
playsuit 03964611-n:0
plaza 03965456-n:0
pleasance 08643806-n:0
pledge_taker 10441819-n:0
pleiades 09549758-n:0
pleopod 02585446-n:0
plethysmograph 03966325-n:0
pliers 03966976-n:0
plot 00708128-v:6 01693453-v:2 00710922-v:1
plotter 03967396-n:0
plough 03967562-n:0
plow 03967562-n:2
plug 03967942-n:15 03968293-n:0 01422886-v:2
plug-in 03033986-n:0
plugged 03152135-a:0
plughole 03968581-n:0
plum_duff 07618119-n:0
plumb_rule 03969902-n:0
plumbaginales 12097746-n:0
plural 06295235-n:0
plural_form 06295235-n:0
pluteus_cervinus 13019835-n:0
plutonium 14649775-n:0
plyboard 03971218-n:0
plyers 03966976-n:0
plywood 03971218-n:0
pneumatic 02838894-a:0
pneumatic_drill 03971321-n:0
pneumoencephalogram 03285730-n:0
pneumonectomy 00687135-n:0
po_box 03990210-n:0
pob 03990210-n:0
pocket 03972524-n:21 13894306-n:0
pocket-size 01394400-a:0
pocket-sized 01394400-a:0
pocket_bread 07683617-n:0
pocketable 01394400-a:0
poeciliid 01448951-n:0
poeciliid_fish 01448951-n:0
poet 10444194-n:14
poinsettia 12920204-n:0
point 13902482-n:3 03974215-n:1 06843520-n:0
point_lace 03975788-n:0
pointed 01809655-a:2
poise 01602665-v:1
poison_arrow_plant 11768505-n:0
poison_hemlock 12935609-n:0
poison_parsley 12935609-n:0
poison_pill 00176449-n:0
poisonous 00226105-a:0
poke 00334935-n:0 01229976-v:7 01230241-v:0
poker-faced 00501313-a:1
poking 00334935-n:0
pole 03976657-n:6
polecat 02445715-n:0
policyholder 10449664-n:0
polish_off 02482425-v:0
pollard 01319339-n:0
pollen_count 13592871-n:0
pollex 05567217-n:0
pollution 00276987-n:0
polybotria 13199244-n:0
polybotrya 13199244-n:0
polygala_paucifolia 12705698-n:0
polymastigina 01419082-n:0
polyp 01909906-n:0
polypore 13049953-n:0
polyzoan 02313709-n:0
pom-pom 03980734-n:0
pommel 01416020-v:1
pompon 03980734-n:0
poncho 03980874-n:3
pongidae 02479896-n:0
pony 02382437-n:0
poodle 02113335-n:0
poodle_dog 02113335-n:0
pool 03982060-n:13
pool_cue 03145522-n:0
pool_stick 03145522-n:0
poon 12364823-n:0
poorness 04730797-n:0
pop 01499510-v:0
poplar 12731714-n:0
poppet 03983928-n:0
poppet_valve 03983928-n:0
popular_music 07059255-n:2
popular_music_genre 07059255-n:0
porcelain_clay 14670639-n:0
porch 03984381-n:21
pore 13912115-n:2 05245906-n:1
pore_fungus 13049953-n:0
pore_mushroom 13049953-n:0
poriferan 01906749-n:0
poriferous 00329396-a:0
porose 00329585-a:0
porosity 04940146-n:1
porous 00329396-a:0 01397998-a:0
porousness 04940146-n:0
porringer 03984759-n:0
port 03984908-n:1 02090854-v:0
portable 03985069-n:0 01291589-a:0
portacaval_shunt 05548314-n:0
portcullis 03985881-n:0
portfolio 03986355-n:2
porthole 03984908-n:0
portia_tree 12188635-n:0
portulacaceae 11856981-n:0
pose 01494310-v:0
posit 01575675-v:0 00878136-v:0
position 08621598-n:34 01051331-n:2 01987160-v:2 01494310-v:1
positioner 04110439-n:0
positioning 01051331-n:0
possum 01881171-n:0
post 03988170-n:2 02385634-v:1 01570403-v:0
post-hole_digger 03989665-n:0
post-obit_bond 13339189-n:0
post-office_box 03990210-n:0
post_hole 03989553-n:0
poster_board 14801146-n:0
posterboard 14801146-n:0
posthitis 14354121-n:0
posthole 03989553-n:0
posthole_digger 03989665-n:0
posthypnotic_suggestion 05916520-n:0
postmature_infant 10457293-n:0
postpone 02642814-v:12
postpose 01248205-v:0
postposition 06483702-n:0
postpositive 02763140-a:0
postscript 06399631-n:0
postulate 02627934-v:0
posy 02879087-n:0
pot 03990474-n:6
potamogeton 12615986-n:0
potassium_ferrocyanide 14995061-n:0
potation 07883980-n:0
potter_bee 02211896-n:0
pottery 03992703-n:10 00609868-n:1
pouch 01486050-v:0
pouf_paste 07628181-n:0
pound 01302183-v:0
poundage 00086297-n:0
pounder 03919430-n:0
powder_keg 03994757-n:0
power_drill 03995372-n:0
power_tool 03997484-n:3
pr 07247925-n:0
practice 05667196-n:1
prairie_sunflower 11979527-n:0
preaching 07243837-n:10
preamble 06398090-n:1 00902144-v:0
precis 01008437-v:0
predestination 05966129-n:0
predetermination 05966129-n:0
predictor 10102506-n:0
pregnant_chad 14835817-n:0
prenominal 00172562-a:0
preordination 05966129-n:0
preparation 01143040-n:14
prepare 01754271-v:8 00603298-v:2
prepose 01248405-v:0
preposition 06483992-n:0
prepossess 01770096-v:0
prepossessing 00168910-a:0
present 01066433-v:0
presidential_directive 07170282-n:0
press 01390616-v:2 01754105-v:1
preteen 09627263-n:0
preteenager 09627263-n:0
pretender 10469979-n:0 10201535-n:0
pretension 04788982-n:0
pretentiousness 04788982-n:0
preterition 07104733-n:0
pretermit 00617293-v:0
prevaricate 00835506-v:0
prevarication 04825383-n:0
prevent 02450505-v:40
priapism 14210564-n:0
price_tag 07273024-n:0
prick 13904843-n:0 00944789-n:0 01440801-v:3 01445407-v:0
pricker 13089631-n:0 02888898-n:0
pricking 00944789-n:0
prickle 13089631-n:0 01440801-v:0
primary_school 08412749-n:0
prime_meridian 08599292-n:0
primitive 01912858-a:0
primula_auricula 12091806-n:0
prince's-feather 11823756-n:0
prince's-plume 11823756-n:0
print 06798750-n:0 04003856-n:0 01747945-v:0
printed_circuit 04004210-n:0
pristis_pectinatus 01497413-n:0
pritzelago_alpina 11893916-n:0
privilege 05158296-n:8
privy 03860404-n:1
prize 13268146-n:9
process 06556692-n:0
procreate 00055142-v:0
prod 01229976-v:0
produce 01752495-v:69 01621555-v:38 01752884-v:26
producer_gas 14862481-n:0
product-moment_correlation_coefficient 06033427-n:0
product_introduction 00238871-n:0
production 13758745-n:0 00913705-n:0
prognostication 05775407-n:0
prognosticator 10102506-n:0
progressive_emphysematous_necrosis 14313943-n:0
project 01638368-v:1 01632897-v:0
promenade 00284101-n:0
promote 00976653-v:2
prompt 07011803-n:0
prompting 07011803-n:0
promptly 00105467-r:2
proof 06590885-n:0 01752316-v:0
prop 04011242-n:1 02692086-n:0 01219004-v:1
prop_up 01219004-v:2
propeller 04011827-n:1
propellor 04011827-n:0
propenal 14998290-n:0
propenonitrile 14998677-n:0
proper_name 06320004-n:0
proper_noun 06320004-n:0
prophecy 05775407-n:2
proposal 07161429-n:0
proposition 07161429-n:0
prorogue 02642814-v:0
prosciutto 07670328-n:0
prostyle 00139702-a:0
proteinuria 14265958-n:0
protest_march 01179167-n:0
protozoan 01389507-n:1
protozoon 01389507-n:0
provoke 01759326-v:3
provoked 00114266-a:0
provoker 10209246-n:0
prowler 10486679-n:1
prozac 03370927-n:0
prunus_persica_nectarina 12648196-n:0
prunus_salicina 12648693-n:0
psa_blood_test 05742703-n:0
pseud 10201535-n:0
pseudo 10201535-n:0
pseudomonad 01361261-n:0
pseudomonadales 01360330-n:0
pseudoprostyle 00139702-a:0
psilotum_nudum 13217005-n:0
psittacus 01817772-n:0
psittacus_erithacus 01817953-n:0
psoriatic_arthritis 14187869-n:0
psycholinguist 10488656-n:0
psychrometer 04017571-n:0
ptarmigan 01796340-n:0
pterocarpus 12564840-n:0
pu 14649775-n:0
pub_crawl 00749105-n:0
public 01861205-a:50
public_debate 07242104-n:1
public_relations 07247925-n:4
pudding 07612632-n:0
puddle 01374465-v:0
puerperal_fever 14190493-n:0
puff_batter 07628181-n:0
puffer 02655020-n:0
pufferfish 02655020-n:0
puffing 00834866-n:0
pull 02582615-v:2 01351170-v:0
pull-through 04021164-n:0
pull_chain 04020087-n:0
pull_out 01351170-v:1
pull_up 01351170-v:0
pullet 01793249-n:0
pulley 04020298-n:3
pulley-block 04020298-n:0
pulley_block 04020298-n:0
pulling_out 00849059-n:0
pulmonata 01952162-n:0
pulsatilla_vulgaris 11738203-n:0
pulse 15280695-n:0
pulse_generator 04021503-n:1
pulse_rate 15280695-n:0
pummel 01416020-v:1
pump 01155307-v:3
pumpkin 07735510-n:0
punch 07930554-n:0 04023249-n:0 01575536-v:1 01442779-v:0
punch_bowl 04023695-n:0
punch_card 04023808-n:0
punch_pliers 04024137-n:0
punchboard 04023422-n:0
punched_card 04023808-n:0
puncher 04023249-n:0
punctuation 07368130-n:0
puncture 07314658-n:0 04024396-n:0 00942988-n:0 01274971-v:1 01275182-v:0 00403798-v:0 00309990-v:0
punctured 00662139-a:2
punctureless 01776713-a:0
punk 07065740-n:0
punk_rock 07065740-n:0
punkah 04024676-n:0
punt 01139104-v:0
